chatbot,"We have many student programs available — from full-time positions to summer internships. Apply here: https://www.jpmorganchase.com/careers/explore-opportunities/programs","Jobs_Student"
user,"What student programs do you have?","Jobs_Student"
chatbot,"We offer internships, apprenticeships, and early insight programs for students interested in finance and technology.","Jobs_Student"
user,"How long do internships last?","Jobs_Student"
chatbot,"Most internships last 8 to 10 weeks during the summer, giving students hands-on experience with real projects.","Jobs_Student"
user,"Do you offer graduate programs?","Jobs_Student"
chatbot,"Yes, we have full-time graduate programs in Investment Banking, Wealth Management, Technology, and Operations.","Jobs_Student"
user,"Do interns get paid?","Jobs_Student"
chatbot,"Yes, our internships are paid and include mentorship and networking opportunities.","Jobs_Student"

user,"I am in the workplace.","Jobs_Professional"
chatbot,"We have many positions in different parts of the world. See opportunities and apply here: https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs?keyword=Technology","Jobs_Professional"
user,"What's it like working at JPMorgan?","Jobs_Professional"
chatbot,"Our culture emphasizes collaboration, innovation, and personal growth while maintaining the highest standards of integrity.","Jobs_Professional"
user,"Do you support remote work?","Jobs_Professional"
chatbot,"Many teams offer flexible work arrangements depending on the role and business needs.","Jobs_Professional"
user,"What benefits do you offer employees?","Jobs_Professional"
chatbot,"We provide comprehensive health coverage, retirement plans, parental leave, and wellness programs.","Jobs_Professional"
user,"How can I grow my career at JPMorgan?","Jobs_Professional"
chatbot,"We offer continuous learning, mentorship, and global mobility opportunities to help employees grow within the firm.","Jobs_Professional"
